release_date,original_title,vote_average
1974-10-01,"Honeybaby, Honeybaby",0.0
1974-05-01,Dirty O'Neil,5.5
1982-05-21,Fighting Back,3.5
1978-01-01,No Man's Land,0.0
2007-03-26,The Party Never Stops: Diary of a Binge Drinker,0.0
2012-11-09,Teenage Bank Heist,4.3
2015-11-20,The Blackcoat's Daughter,5.0
2000-01-01,"Just, Melvin: Just Evil",6.5
2015-03-06,Hacker's Game,5.6
2012-12-12,Reboot,4.5
2014-04-29,Mad As Hell,10.0
2015-06-18,杀破狼2,6.7
2015-10-13,The Inhabitants,4.4
2011-01-01,The Cost of Love,4.3
1984-10-01,2084: Video clip pour une réflexion syndicale et pour le plaisir,6.0
1961-12-31,¡Cuba Sí!,8.5
2008-09-08,The Narrows,5.2
2015-10-16,Re-Kill,4.8
2015-09-18,Keith Richards: Under the Influence,6.6
2002-01-25,Klatretøsen,4.6
2015-10-07,L'étudiante et Monsieur Henri,6.9
2015-05-13,La Tête haute,7.3
2009-04-01,Bicycle Dreams,7.0
2014-04-27,Just Eat It: A Food Waste Story,7.8
2006-01-01,야수,6.2
2015-10-09,Invisible Sister,6.2
2013-10-02,Chez Nous,6.0
2010-01-01,The Seminarian,5.9
2013-12-05,Bros Before Hos,6.4
2015-12-31,Baskin,5.8
2014-01-04,Patch Town,5.9
2013-04-16,ABE,6.1
2011-09-29,Abiogenesis,4.4
1963-05-30,Das Todesauge von Ceylon,5.0
1959-11-24,"Am Tag, als der Regen kam",5.0
1958-06-25,Screaming Mimi,5.5
1958-05-09,Paris Holiday,5.8
1957-08-01,Valerie,3.5
1961-02-09,La ragazza con la valigia,6.6
2013-10-02,Mediastan,5.3
2009-07-31,Mal día para pescar,5.9
2009-06-11,거북이 달린다,6.5
2006-09-28,타짜,6.7
2014-11-26,빅매치,6.9
2015-08-19,Slow Learners,5.8
2014-12-24,기술자들,7.7
2015-03-27,Nightlight,4.8
2014-10-07,Mockingbird,3.9
2014-09-04,Preggoland,5.4
2014-08-01,Blackwood,5.6
2014-04-30,표적,5.4
2014-08-07,绣春刀,6.8
2000-01-01,Gong yuan 2000 AD,6.7
2008-04-25,สี่แพร่ง,6.5
2010-09-16,무적자,6.3
2009-10-09,5150 Rue des Ormes,6.5
2014-08-19,A Good Man,5.0
2007-03-16,口裂け女,4.8
2005-01-27,공공의 적 2,7.4
2006-07-06,아파트,5.9
2007-03-28,แฝด,6.6
2014-06-17,Animal,4.6
2010-11-12,Avalon High,5.8
2014-01-02,救火英雄,6.1
2013-11-05,동창생,7.2
2012-08-16,Bian jing feng yun,6.6
2011-01-27,평양성,5.3
2007-06-21,검은 집,6.1
2008-11-27,証人,6.6
2011-05-09,Qing Cheng,5.8
2005-09-29,강력 3반,6.9
2004-01-01,Bau lit do see,6.4
2005-01-01,黑白戰場,7.0
2011-05-04,체포왕,6.5
2005-11-11,미스터 소크라테스,6.0
2008-01-31,원스 어폰 어 타임,6.0
2006-07-13,한반도,7.2
2009-07-03,MW,5.9
2009-11-22,Pou hark wong,5.8
2008-03-20,숙명,5.5
2010-05-20,Fei saa fung chung chun,5.8
2012-05-26,骨壺,4.6
2006-01-19,홀리데이,6.9
2011-09-29,카운트다운,6.5
2010-09-12,Troubleshooter,6.3
2006-10-19,거룩한 계보,6.5
2012-07-17,Wu Dang,5.7
2012-12-25,The Tower,6.2
2009-12-10,Under the Mountain,4.2
2013-09-13,許されざる者,7.3
2013-09-24,金刚王,5.4
2011-04-28,Guan yun chang,6.3
2012-07-31,The Millionaire Tour,5.9
2014-02-07,那夜凌晨，我坐上了旺角開往大埔的紅VAN,5.7
2010-10-28,부당거래,6.5
2008-02-28,Duo shuai,6.0
2004-08-12,Chin Kei Bin 2 - Fa Tou Tai Kam,4.8
2010-06-30,鎗王之王,5.9
2013-11-29,掃毒,5.9
2009-09-24,The Sword with No Name,6.1
2013-03-06,The Gifted Hands,6.6
2013-11-28,열한시,5.5
2007-02-01,그놈 목소리,6.7
2014-04-30,역린,7.4
2008-11-10,Jim Jefferies: Contraband,8.1
2009-11-20,Wo de tangchao xiongdi,6.0
2008-11-28,硬汉,7.0
2007-06-01,When Night Falls,4.3
2009-08-13,变节,5.1
2011-04-01,Ying Han 2,6.4
2009-10-08,同門,6.2
2007-01-01,危險人物,7.0
2013-10-09,화이: 괴물을 삼킨 아이,7.4
2005-11-10,Mang lung,5.5
2014-06-11,황제를 위하여,6.6
2013-04-10,전설의 주먹,7.3
2008-01-01,The Daisy Chain,5.3
2013-12-12,風暴,5.9
1991-07-04,Lucky Luke,4.8
2009-03-04,Skjult,5.6
2007-11-14,세븐 데이즈,6.4
2008-01-01,Solstice,5.5
2009-01-01,Table for Three,4.9
2009-08-28,Headhunter,5.9
2014-07-23,군도: 민란의 시대,6.8
2013-01-16,Straight A's,5.2
2002-03-17,Clockstoppers,4.9
2009-10-01,시크릿,5.7
2005-03-31,주먹이 운다,6.8
2011-08-31,푸른소금,6.5
2004-08-05,분신사바,5.5
2005-03-31,House of Fury,6.5
2012-08-14,消失的子弹,6.0
2012-07-05,연가시,6.5
2009-02-16,Geu-rim-ja sal-in,6.6
2010-10-14,심야의 FM,6.9
2017-01-01,The Master,0.0
2009-09-17,建国大业,4.9
2003-01-01,Paradise Found,6.8
2015-09-28,Deadly Virtues: Love. Honour. Obey.,4.9
2005-05-30,Faith of My Fathers,6.2
2013-09-21,Kyoaku,5.8
2014-04-12,クローズ EXPLODE,6.0
2013-11-22,控制,5.6
1918-03-10,Amarilly of Clothes-Line Alley,5.5
2013-08-29,Spies og Glistrup,6.1
2014-11-04,Santa Claws,3.8
2015-10-02,Circle,6.0
2006-02-16,No. 2,6.5
1996-01-01,Операция «С новым годом»,5.0
2009-08-20,요가학원,5.2
2011-07-07,고양이 : 죽음을 보는 두 개의 눈,6.2
2012-08-14,알투비:리턴투베이스,5.8
2014-07-03,소녀괴담,6.5
2006-11-19,열혈남아,6.8
2008-10-28,Coming Soon,5.8
2010-11-10,초능력자,6.2
2008-08-06,고사: 피의 중간고사,6.6
2011-09-29,의뢰인,6.4
2009-09-19,カムイ　外伝,5.8
2008-12-05,Long nga,6.2
2014-04-10,방황하는 칼날,6.6
2004-06-17,령,6.2
2011-07-21,퀵,6.3
2013-02-09,脳男,5.9
2005-04-26,Runaway,6.8
2012-03-15,大追捕,6.5
2003-12-05,スカイハイ 劇場版,6.6
2013-05-16,몽타주,7.2
2004-08-06,인형사,5.9
2011-08-05,Fakta Ladh Mhana,8.3
2009-07-23,竊聽風雲,6.3
2013-07-03,감시자들,7.2
2005-05-04,혈의 누,6.7
2001-10-12,킬러들의 수다,7.0
2012-11-08,寒戰,6.4
2002-11-05,The Dead Zone,7.7
2011-10-20,奪命金,6.2
2013-03-16,プラチナデータ,5.3
2013-04-03,런닝맨,5.9
2006-01-01,Comeback Season,6.1
2012-02-16,하울링,5.9
2011-05-05,Bou ying,5.8
2006-01-01,사생결단,6.2
2012-03-08,화차,7.0
2011-03-17,刀见笑,5.0
2008-01-01,Familiar Strangers,6.5
2008-01-10,무방비 도시,6.8
2010-01-21,Mit moon,4.6
2010-07-01,파괴된 사나이,6.0
2013-06-27,더 웹툰: 예고살인,6.9
2009-02-19,Gong fu chu shen,4.7
2012-05-30,미확인 동영상 : 절대클릭금지,4.8
2010-06-04,Da lui toi,6.6
2005-02-05,韓城攻略,6.4
2012-06-21,車手,5.6
2013-06-05,은밀하게 위대하게,7.0
2005-01-01,三岔口,6.8
2009-07-09,Saat yan faan,6.3
2010-02-18,평행이론,6.3
2013-10-30,응징자,6.6
2011-08-18,竊聽風雲 2,5.9
2014-05-30,竊聽風雲 3,6.6
2009-01-20,疯狂的赛车,7.4
2008-07-31,눈에는 눈 이에는 이,6.4
2010-01-07,撕票風雲,6.1
2012-07-12,BRAVE HEARTS 海猿,5.8
2005-06-14,천군,6.2
2001-12-27,暗戰 2,5.8
2002-12-30,Confessions of a Dangerous Mind,6.6
2000-05-27,鎗王,6.4
2004-01-30,그녀를 모르면 간첩,7.0
2013-07-04,盲探,6.3
2015-10-16,Meadowland,6.4
2014-01-20,Watchers of the Sky,5.1
2015-10-16,All Things Must Pass,7.0
2015-08-05,Goosebumps,6.2
2015-10-14,A Ballerina's Tale,6.0
2015-06-24,연평해전,5.7
2015-05-29,Sunset Edge,0.0
2015-10-20,Back in Time,6.1
2015-12-11,The Girl King,6.4
2016-03-11,Creative Control,5.4
2014-01-17,甜蜜殺機,6.0
2014-01-24,ゲノムハザード ある天才科学者の５日間,7.2
2006-10-19,폭력써클,6.2
2015-03-12,살인의뢰,5.7
2015-10-10,Zombie Ninjas vs Black Ops,0.0
2015-10-16,The Wicked Within,4.2
1947-05-09,Hi-De-Ho,6.0
2013-11-22,The Christmas Candle,5.8
2015-03-16,La Loi du marché,6.2
2016-04-28,A Month of Sundays,6.0
2014-10-20,Gloria,6.2
2013-07-09,Marius,6.2
2013-03-21,Ostwind,7.1
1940-07-25,Blondie Has Servant Trouble,7.7
2014-07-19,Algorithm,5.4
2010-01-01,Freedom Riders,5.0
1993-06-28,Lifepod,4.9
2011-02-10,Mijn Opa de Bankrover,6.5
2013-05-09,Vittra,5.5
2012-09-10,No Place on Earth,7.5
2012-11-01,Poslednyaya skazka Rity,7.4
1916-05-15,The Floorwalker,6.3
2015-04-10,Dharam Sankat Mein,6.3
1975-01-01,Chupke Chupke,7.5
2015-01-04,ஐ,6.8
1916-07-10,The Vagabond,6.3
1989-01-01,ガンヘッド,5.5
1916-09-04,The Count,6.1
1916-10-02,The Pawnshop,6.4
2015-09-12,Miss You Already,7.3
2015-06-05,The Cokeville Miracle,4.5
2013-09-20,李碧華鬼魅系列：奇幻夜,5.7
2009-02-18,Now & Later,4.7
2011-01-01,The Witches of Oz,4.3
2015-01-09,Dark Summer,4.1
2009-01-01,The Shift,6.3
2015-08-12,Unity,8.4
2015-09-11,The Perfect Guy,5.6
2015-10-22,Rock the Kasbah,5.2
1978-01-01,The Mafu Cage,6.0
2005-09-11,Whiskey School,0.0
2003-02-14,Lost Junction,5.3
1989-09-15,Night Game,3.6
1958-05-01,Edge of Fury,5.3
2015-10-30,Freaks of Nature,5.7
2015-10-15,unINDIAN,5.8
2015-06-02,Comoara,7.3
1939-10-16,Suspiros de España,0.0
2008-10-27,Milton Glaser: To Inform & Delight,6.8
2015-03-31,Housekeeping,7.0
2015-10-02,Gravy,5.9
2006-01-21,博士の愛した数式,6.8
2015-09-01,Bikini Model Academy,4.0
2015-10-19,Badge of Honor,5.5
2015-08-21,The Curse of Downers Grove,4.3
2015-04-08,Freetown,6.5
2015-08-01,Momentum,5.9
2015-10-16,Tales of Halloween,5.4
2015-10-20,Death Valley,4.0
2005-09-03,サマータイムマシン・ブルース,6.9
1947-09-27,安城家の舞踏会,5.0
2015-04-28,The Day the '60s Died,7.5
2011-11-30,Dolfje Weerwolfje,5.3
2015-03-16,The Diabolical,4.3
2015-01-22,Aferim!,7.5
2009-11-20,House of Boys,5.3
1937-04-09,The Soldier and the Lady,0.0
1969-12-31,A Time For Dying,6.5
1952-05-24,The Red Ball Express,6.0
1950-03-19,Killer Shark,5.0
1948-09-13,Behind Locked Doors,6.0
1948-05-19,Assigned to Danger,5.0
1944-11-16,The Missing Juror,6.0
1933-10-26,Der Tunnel,6.5
1936-08-24,The Beloved Vagabond,0.0
1951-10-26,The Blue Veil,6.5
2014-01-19,War Story,4.7
1977-11-24,Italia: Ultimo atto?,0.0
1980-01-01,"Glaube und Währung - Dr. Gene Scott, Fernsehprediger",5.0
1943-08-01,Behind the Rising Sun,6.0
1945-06-09,Pillow to Post,6.5
1969-09-22,I vigliacchi non pregano,0.0
1970-01-03,I 7 di Marsa Matruh,6.5
1972-12-22,Alleluja e Sartana figli di... Dio,0.0
1975-10-11,Una vergine in famiglia,0.0
1978-05-25,Scorticateli vivi,0.0
1984-02-23,Rolf,5.0
2015-10-17,They Found Hell,5.1
1973-11-27,"Anna, quel particolare piacere",5.3
1951-02-22,Under the Gun,6.3
1959-05-01,The Young Land,7.0
2015-02-20,1944,6.8
2001-08-17,Double Bang,4.1
2011-10-12,Patatje Oorlog,7.3
2005-12-04,Pope John Paul II,4.8
2012-05-25,Hide Away,4.7
2009-05-20,นางไม้,6.9
2009-08-18,Sex Pot,2.7
1961-09-07,El analfabeto,5.2
1957-10-09,El bolero de Raquel,5.5
2009-04-04,Official Rejection,2.5
2013-05-10,गो गोआ गॉन,5.9
2003-09-25,The Wannabes,0.0
2013-09-06,Money for Nothing: Inside the Federal Reserve,6.7
1984-03-28,Les Morfalous,6.2
2005-05-13,Forest of the Damned,2.5
2014-09-30,Aanmodderfakker,6.4
1999-08-27,The Collectors,4.0
2006-03-16,9/11: The Falling Man,7.3
2010-01-18,Škola princů,7.0
1953-08-26,Pünktchen und Anton,6.0
2015-10-14,Phantom Boy,7.4
2015-05-21,Les Cowboys,6.3
2006-09-21,Живой,4.6
2015-10-16,Meistras Ir Tatjana,9.0
2012-08-16,The Best of Men,6.7
1968-01-01,La sixième face du pentagone,6.0
1999-09-01,E-clip-se,5.3
2015-10-23,Bone Tomahawk,6.6
2015-10-21,Paranormal Activity: The Ghost Dimension,5.0
2015-10-16,Pyaar Ka Punchnama 2,7.7
2011-04-21,倩女幽魂,5.5
2008-02-26,Imagination,0.0
2010-11-12,The Edge of Dreaming,5.0
2006-04-26,Les Filles Du Botaniste,6.2
1979-12-09,The Secret Life of Plants,8.0
1974-02-23,Las garras de Lorelei,5.1
1975-03-03,La endemoniada,0.0
1974-12-16,La noche de los brujos,0.0
1975-01-01,La noche de las gaviotas,5.5
1984-12-31,The Sea Serpent,0.0
1969-01-01,La residencia,7.0
2015-08-21,Blinky Bill the Movie,5.0
2014-11-08,N: The Madness Of Reason,7.5
2014-09-12,A Nightingale Falling,6.8
2015-10-22,Jem and the Holograms,5.4
2015-08-06,The 33,6.0
2015-09-09,Sangue del mio sangue,5.8
2015-09-30,岸辺の旅,6.7
2014-03-08,Patrick's Day,7.0
2003-02-08,Devot,5.5
2014-06-16,Boreg,5.0
2006-01-01,The Genius Club,2.5
2011-05-07,岳 みんなの山,4.7
2010-05-29,Reiruweizu: 49-sai de densha no untenshi ni natta otoko no monogatari,0.0
2011-12-25,The Watermen,3.3
2010-01-29,"Ao, le dernier néandertal",6.5
2014-02-11,家路,5.0
2013-08-22,Ghost Shark,4.2
2013-03-28,พี่มาก..พระโขนง,7.3
2005-04-16,Le Rossignol,0.0
2015-10-14,Suburra,7.4
2015-10-17,Amy Schumer: Live at the Apollo,6.9
2016-02-26,They Look Like People,6.1
2006-12-02,The Christmas Card,4.5
1983-05-29,Big Bird in China,8.0
2001-04-12,Revelation,2.9
2015-10-23,Extraordinary Tales,6.1
2014-12-12,Снежная королева 2: Перезаморозка,5.3
2014-08-06,Colt 45,5.5
2015-10-16,SuperBob,5.7
1997-03-23,David,8.2
2003-12-06,Word of Honor,7.0
2015-10-01,Howl,5.0
2015-10-07,Barbie & Her Sisters in the Great Puppy Adventure,5.9
2001-04-22,Varian's War,5.5
1986-03-16,If Tomorrow Comes,6.5
2009-03-15,From Mexico With Love,9.0
2014-10-02,Liz en Septiembre,6.6
1982-01-02,Losing Ground,7.3
1989-10-31,Looking for Langston,5.0
1947-01-01,Fireworks,6.1
2008-09-07,Pedro,8.0
1998-06-22,Hard,5.5
2015-04-25,Sugar Coated,7.4
1996-11-29,Monopol,5.6
2014-03-07,Silsile,5.5
2011-03-11,Bir Avuç Deniz,0.0
2009-01-01,Gecenin Kanatları,3.3
2011-11-11,Beni Unutma,0.0
2013-10-25,Benim Dünyam,7.9
2013-02-21,Kelebeğin Rüyası,7.6
2015-10-01,Fathers and Daughters,7.2
2015-08-31,Curve,4.5
2002-05-17,Night At The Golden Eagle,5.0
2002-07-30,K-9: P.I.,5.6
2015-10-01,The Dressmaker,6.9
2004-02-12,The Perfect Husband,4.0
2007-10-11,Sharpshooter,4.5
2007-05-11,Half Past Dead 2,5.6
2001-08-08,Ripper: Letter from Hell,5.0
1937-12-24,Lonesome Ghosts,6.1
1934-04-14,The Big Bad Wolf,6.3
1934-05-19,Gulliver Mickey,5.4
1933-04-08,Ye Olden Days,4.6
1932-12-17,Mickey's Good Deed,5.8
1932-11-19,Babes in the Woods,5.9
1932-07-30,Flowers and Trees,6.9
1931-12-09,Mickey's Orphans,4.8
1936-04-18,Three Little Wolves,7.3
1937-05-15,Little Hiawatha,6.1
1937-02-06,Magician Mickey,6.4
1936-07-25,Alpine Climbers,5.3
1936-05-30,Thru the Mirror,5.9
1936-01-04,Mickey's Polo Team,8.0
1935-10-26,Three Orphan Kittens,6.8
1935-08-31,Pluto's Judgement Day,6.3
1935-06-28,Who Killed Cock Robin?,7.3
1934-07-14,The Flying Mouse,3.9
1933-01-21,The Mad Doctor,7.5
1933-01-07,Building a Building,6.2
2008-11-08,The Forgotten Ones,3.8
1953-06-24,Arena,4.7
2004-04-14,Balto III: Wings of Change,6.6
2010-01-01,Bear,3.5
2008-01-01,Bigfoot,5.1
1970-10-21,Bigfoot,3.2
1970-06-07,Crescendo,5.7
2012-06-08,Million Dollar Crocodile,5.0
2014-04-29,Deep in the Darkness,4.7
2012-02-03,Dysfunctional Friends,5.0
2011-01-01,Films of Fury: The Kung Fu Movie Movie,5.9
1949-10-14,Give Us This Day,6.4
1995-11-28,Mommy,0.0
1984-01-01,Leviatán,4.6
2010-06-04,Needle,4.9
2014-09-18,Nowitzki: The Perfect Shot,6.8
2000-09-21,Octopus,3.5
2015-04-17,Safelight,6.3
1996-12-30,Sci-fighters,4.5
1991-11-08,Strictly Business,5.6
1970-11-26,Long hu dou,6.9
2009-01-11,The Diplomat,3.4
2015-10-23,The Sound and the Fury,4.4
1928-03-20,The Trail of '98,5.0
2006-11-08,Désaccord Parfait,7.8
1944-01-01,Uncertain Glory,5.8
1966-01-26,Where the Spies Are,4.3
2014-10-03,Why Horror?,6.5
2015-11-05,Now Add Honey,5.3
1964-01-15,乱れる,8.2
2009-07-21,Balibo,6.7
1987-05-14,Camping del terrore,5.0
1979-03-23,Concorde Affaire '79,7.5
2014-10-04,Malacrianza,0.0
2014-10-05,Berkshire County,5.3
2012-10-09,Johan Falk: De 107 patrioterna,6.8
2001-08-13,The Triangle,3.1
2014-10-02,Fasandræberne,7.0
2015-10-27,Forever,6.1
2012-05-04,Paraísos Artificiais,6.6
1957-04-05,I vampiri,6.8
1961-12-07,Gli invasori,5.3
1972-04-15,Quante volte... quella notte,5.4
1975-04-02,The House of Exorcism,4.5
1966-05-30,I coltelli del vendicatore,5.5
1966-03-18,Ringo del Nebraska,5.0
1964-10-24,La strada per Forte Alamo,5.3
1969-04-13,Metti una sera a cena,6.5
2015-10-27,Trumbo,7.3
1964-04-10,Panic Button,4.5
1967-05-18,I due figli di Ringo,5.3
1968-08-04,Il momento di uccidere,5.5
1971-04-08,"Testa t'ammazzo, croce... sei morto... Mi chiamano Alleluja",5.0
1971-09-23,Gli fumavano le Colt... lo chiamavano Camposanto,5.0
1972-08-30,"Il West ti va stretto, amico... è arrivato Alleluja",0.0
1973-01-18,"Fuori uno sotto un altro, arriva il Passatore",0.0
1973-05-03,Lo chiamavano Tresette... giocava sempre col morto,8.0
1974-04-27,"Di Tresette ce n'è uno, tutti gli altri son nessuno",0.0
1974-08-14,La signora gioca bene a scopa?,5.0
1983-08-13,El exterminador de la carretera,6.0
2013-10-29,All Hallows' Eve,4.8
1983-07-04,Veliki transport,10.0
1979-07-11,City on Fire,7.0
1978-05-12,The Greek Tycoon,6.7
1964-09-03,The Comedy Man,0.0
2005-01-01,Haze,6.4
1998-02-06,Billboard Dad,5.4
2000-05-18,Our Lips Are Sealed,5.6
2003-01-24,The Challenge,5.8
2012-10-19,Delhi Safari,5.1
2001-03-22,Yolngu Boy,6.0
2015-04-17,Hymyjen maa,8.0
2014-05-23,Foodies,5.8
2014-04-30,24 jours,6.7
2012-10-30,Ghosts of Ole Miss,7.0
2009-08-14,Long Weekend,5.4
2001-09-02,Xiang Gang you ge He Li Huo,7.2
2015-09-16,Marguerite,6.4
2013-02-22,Rubberneck,5.5
2007-04-28,Lake Placid 2,4.0
2010-08-21,Lake Placid 3,4.2
2012-09-29,Lake Placid: The Final Chapter,4.2
1962-05-04,Colpo gobbo all'italiana,0.0
1962-08-16,I due della legione,0.0
1963-02-28,Uno strano tipo,8.0
1966-08-10,Le colt cantarono la morte e fu... tempo di massacro,5.1
1972-03-16,Nonostante le apparenze... e purchè la nazione non lo sappia... all'onorevole piacciono le donne,6.2
1986-08-14,Il miele del diavolo,4.5
1987-11-09,Aenigma,5.3
1988-01-01,Il fantasma di Sodoma,3.6
1984-01-01,Murderock - Uccide a passo di danza,6.0
1988-01-01,Quando Alice ruppe lo specchio,5.3
1977-08-10,Sette note in nero,7.1
1978-04-20,Sella d'argento,8.5
1990-10-01,Demonia,4.8
2014-09-07,さよなら歌舞伎町,6.4
2014-06-14,私の男,6.8
1970-09-29,Night Slaves,6.7
2014-09-25,La buca,4.8
2005-01-01,Soldier of God,5.0
2015-02-06,Lovemilla,5.0
1954-07-02,"Teodora, imperatrice di Bisanzio",5.0
1961-10-31,Maciste alla corte del Gran Khan,5.5
1962-04-11,Maciste all'Inferno,5.0
1969-07-04,A doppia faccia,7.0
1948-01-21,Caccia all'uomo,0.0
1967-04-29,Bill il taciturno,5.0
1964-11-26,Gli invincibili tre,0.0
1958-09-04,La morte viene dallo spazio,4.2
1961-01-01,Lycanthropus,5.0
1973-06-15,Idaho Transfer,5.3
2014-01-10,Divorce Corp.,7.9
2011-09-12,La Guerre Des Boutons,5.9
2011-09-20,La Nouvelle Guerre des boutons,5.8
2015-04-04,Killer Crush,4.3
2015-09-02,Reluctant Witness,6.0
2014-03-09,I Believe in Unicorns,4.0
2011-11-11,Letters from the Big Man,7.0
2010-09-01,Paul McCartney Really Is Dead: The Last Testament of George Harrison,4.7
1999-05-02,Witch Hunt,2.8
2013-06-11,Five Thirteen,4.3
2015-08-26,The Grief of Others,7.2
1983-07-07,Huie's Predigt,6.0
1989-01-01,Wodaabe - Die Hirten der Sonne. Nomaden am Südrand der Sahara,8.0
1985-03-09,Gasherbrum - Der leuchtende Berg,7.5
2012-05-15,American Warships,2.8
2014-04-05,Cruel & Unusual,6.4
2014-12-11,"Il ricco, il povero e il maggiordomo",5.6
1989-02-13,Elephant,6.8
1977-10-31,Halloween with the New Addams Family,5.3
2008-07-07,Treevenge,7.0
2015-04-02,Lobo Guerreiro,5.8
2015-06-19,Rubble Kings,7.1
1983-07-31,I sette magnifici gladiatori,1.0
1983-08-31,Blade Violent - I violenti,4.1
1984-08-03,Rats - Notte di terrore,5.3
1987-08-26,Strike Commando,5.6
1990-08-22,Shocking Dark,5.6
1995-05-05,Cruel Jaws,3.7
2007-05-01,Zombi: La creazione,6.0
2004-05-20,Nella terra dei cannibali,6.0
1979-01-01,Sexual Aberration - Sesso Perverso,0.0
1981-01-22,L'altro inferno,3.7
1970-02-03,"Armida, il dramma di una sposa",0.0
1981-01-01,Caligula et Messaline,2.2
2015-11-12,Concussion,7.0
2015-06-16,The Phoenix Incident,5.0
1991-04-18,Committed,0.0
1959-07-21,Der Rest ist Schweigen,5.0
1959-08-01,Blind Date,6.6
1962-12-21,Les quatre vérités,4.0
1965-06-08,Los pianos mecánicos,6.5
1975-04-23,Section spéciale,5.1
1971-09-06,To Catch a Spy,8.0
1979-01-01,To Russia... With Elton,0.0
2015-10-09,The Exorcism of Molly Hartley,4.9
1969-08-29,Sept jours ailleurs,0.0
1970-11-05,Camarades,0.0
2014-06-19,United Passions,3.0
1981-06-19,Dahshat,0.0
2011-01-27,조선명탐정: 각시투구꽃의 비밀,7.3
2001-04-05,มือปืน โลก/พระ/จัน,5.0
2005-04-02,真夜中の弥次さん喜多さん,0.0
1995-11-01,Xin za shi xiong zhu nu zi,0.0
2015-11-05,The Peanuts Movie,6.5
2014-11-06,വർഷം,6.7
1991-02-04,സന്ദേശം,8.8
1914-02-02,Making a Living,5.9
2014-10-17,Die Lügen der Sieger,4.6
1987-07-16,秋天的童話,7.4
1962-08-27,Chans,0.0
1999-03-30,Bloodsport: The Dark Kumite,3.9
1978-12-20,King of the Gypsies,6.0
2012-07-31,The Haunting of Whaley House,3.9
1998-09-17,Bin ich schön?,7.7
2013-10-30,Skinwalker Ranch,5.0
1916-08-12,The Devil's Needle,7.0
1915-11-10,Children of Eve,0.0
1996-01-01,Jack Frusciante è uscito dal gruppo,5.9
2013-11-11,Song 'e napule,6.4
2005-01-01,Everything You Want,3.3
2005-02-11,Solkongen,6.3
1954-07-15,Living It Up,7.8
2015-06-26,Batkid Begins,6.4
1949-02-25,Cover Up,6.1
1982-06-06,"Дом, который построил Свифт",4.6
1984-01-01,Формула любви,7.5
1974-09-01,Homebodies,7.3
2003-06-21,"Бедный, бедный Павел",1.0
1958-05-31,Posledniy Dyuym,5.0
1979-12-25,D'Artanyan I Tri Mushketyora,8.6
2002-08-01,Антикиллер,4.8
1976-08-12,Bluff - Storia di truffe e di imbroglioni,7.6
1978-06-06,Koroli i kapusta,7.0
,Sentimentalnyy roman,1.0
1980-06-30,Маленькие трагедии,6.3
1997-12-31,Looking For Lola,5.0
1966-12-01,Старшая сестра,6.5
1975-06-06,Старший сын,5.2
2009-01-01,OceanWorld 3D,5.3
1981-01-05,Odnazhdy Dvadtsat Let Spustya,4.5
1987-06-23,Человек с бульвара Капуцинов,7.0
